0.000000e+00	6.000000e-01
2.761874e-05	5.998000e-01
5.541652e-05	5.996000e-01
8.339417e-05	5.994000e-01
1.115525e-04	5.992000e-01
1.398924e-04	5.990000e-01
1.684147e-04	5.988000e-01
1.971203e-04	5.986000e-01
2.260099e-04	5.984000e-01
2.550844e-04	5.982000e-01
2.843448e-04	5.980000e-01
3.137917e-04	5.978000e-01
3.434261e-04	5.976000e-01
3.732489e-04	5.974000e-01
4.032609e-04	5.972000e-01
4.334630e-04	5.970000e-01
4.638559e-04	5.968000e-01
4.944407e-04	5.966000e-01
5.252182e-04	5.964000e-01
5.561892e-04	5.962000e-01
5.873547e-04	5.960000e-01
6.187154e-04	5.958000e-01
6.502723e-04	5.956000e-01
6.820263e-04	5.954000e-01
7.139783e-04	5.952000e-01
7.461291e-04	5.950000e-01
7.784796e-04	5.948000e-01
8.110308e-04	5.946000e-01
8.437835e-04	5.944000e-01
8.767386e-04	5.942000e-01
9.098971e-04	5.940000e-01
9.432598e-04	5.938000e-01
9.768276e-04	5.936000e-01
1.010601e-03	5.934000e-01
1.044582e-03	5.932000e-01
1.078771e-03	5.930000e-01
1.113169e-03	5.928000e-01
1.147776e-03	5.926000e-01
1.182594e-03	5.924000e-01
1.217623e-03	5.922000e-01
1.252865e-03	5.920000e-01
1.288321e-03	5.918000e-01
1.323990e-03	5.916000e-01
1.359876e-03	5.914000e-01
1.395977e-03	5.912000e-01
1.432295e-03	5.910000e-01
1.468832e-03	5.908000e-01
1.505588e-03	5.906000e-01
1.542563e-03	5.904000e-01
1.579760e-03	5.902000e-01
1.617179e-03	5.900000e-01
1.654820e-03	5.898000e-01
1.692686e-03	5.896000e-01
1.730776e-03	5.894000e-01
1.769092e-03	5.892000e-01
1.807635e-03	5.890000e-01
1.846405e-03	5.888000e-01
1.885405e-03	5.886000e-01
1.924634e-03	5.884000e-01
1.964093e-03	5.882000e-01
2.003784e-03	5.880000e-01
2.043708e-03	5.878000e-01
2.083866e-03	5.876000e-01
2.124258e-03	5.874000e-01
2.164886e-03	5.872000e-01
2.205750e-03	5.870000e-01
2.246852e-03	5.868000e-01
2.288192e-03	5.866000e-01
2.329773e-03	5.864000e-01
2.371593e-03	5.862000e-01
2.413656e-03	5.860000e-01
2.455961e-03	5.858000e-01
2.498510e-03	5.856000e-01
2.541303e-03	5.854000e-01
2.584342e-03	5.852000e-01
2.627628e-03	5.850000e-01
2.671162e-03	5.848000e-01
2.714944e-03	5.846000e-01
2.758977e-03	5.844000e-01
2.803260e-03	5.842000e-01
2.847795e-03	5.840000e-01
2.892583e-03	5.838000e-01
2.937625e-03	5.836000e-01
