0.000000e+00	4.000000e-01
3.580192e-04	4.002000e-01
7.163229e-04	4.004000e-01
1.074909e-03	4.006000e-01
1.433776e-03	4.008000e-01
1.792920e-03	4.010000e-01
2.152342e-03	4.012000e-01
2.512037e-03	4.014000e-01
2.872005e-03	4.016000e-01
3.232242e-03	4.018000e-01
3.592748e-03	4.020000e-01
3.953520e-03	4.022000e-01
4.314555e-03	4.024000e-01
4.675853e-03	4.026000e-01
5.037410e-03	4.028000e-01
5.399224e-03	4.030000e-01
5.761294e-03	4.032000e-01
6.123617e-03	4.034000e-01
6.486192e-03	4.036000e-01
6.849016e-03	4.038000e-01
7.212086e-03	4.040000e-01
7.575401e-03	4.042000e-01
7.938960e-03	4.044000e-01
8.302758e-03	4.046000e-01
8.666795e-03	4.048000e-01
9.031068e-03	4.050000e-01
9.395575e-03	4.052000e-01
9.760315e-03	4.054000e-01
1.012528e-02	4.056000e-01
1.049048e-02	4.058000e-01
1.085590e-02	4.060000e-01
1.122155e-02	4.062000e-01
1.158741e-02	4.064000e-01
1.195350e-02	4.066000e-01
1.231980e-02	4.068000e-01
1.268631e-02	4.070000e-01
1.305304e-02	4.072000e-01
1.341998e-02	4.074000e-01
1.378712e-02	4.076000e-01
1.415448e-02	4.078000e-01
1.452203e-02	4.080000e-01
1.488979e-02	4.082000e-01
1.525774e-02	4.084000e-01
1.562589e-02	4.086000e-01
1.599424e-02	4.088000e-01
1.636277e-02	4.090000e-01
1.673150e-02	4.092000e-01
1.710041e-02	4.094000e-01
1.746951e-02	4.096000e-01
1.783880e-02	4.098000e-01
1.820826e-02	4.100000e-01
1.857790e-02	4.102000e-01
1.894772e-02	4.104000e-01
1.931772e-02	4.106000e-01
1.968788e-02	4.108000e-01
2.005821e-02	4.110000e-01
2.042871e-02	4.112000e-01
2.079938e-02	4.114000e-01
2.117021e-02	4.116000e-01
2.154120e-02	4.118000e-01
2.191235e-02	4.120000e-01
2.228365e-02	4.122000e-01
2.265510e-02	4.124000e-01
2.302671e-02	4.126000e-01
2.339847e-02	4.128000e-01
2.377037e-02	4.130000e-01
2.414242e-02	4.132000e-01
2.451460e-02	4.134000e-01
2.488693e-02	4.136000e-01
2.525940e-02	4.138000e-01
2.563200e-02	4.140000e-01
2.600473e-02	4.142000e-01
2.637759e-02	4.144000e-01
2.675058e-02	4.146000e-01
2.712370e-02	4.148000e-01
2.749694e-02	4.150000e-01
2.787030e-02	4.152000e-01
2.824378e-02	4.154000e-01
2.861737e-02	4.156000e-01
2.899108e-02	4.158000e-01
2.936491e-02	4.160000e-01
2.973884e-02	4.162000e-01
3.011287e-02	4.164000e-01
3.048701e-02	4.166000e-01
3.086126e-02	4.168000e-01
3.123560e-02	4.170000e-01
3.161004e-02	4.172000e-01
3.198458e-02	4.174000e-01
3.235921e-02	4.176000e-01
3.273393e-02	4.178000e-01
3.310874e-02	4.180000e-01
3.348363e-02	4.182000e-01
3.385861e-02	4.184000e-01
3.423367e-02	4.186000e-01
3.460880e-02	4.188000e-01
3.498402e-02	4.190000e-01
3.535930e-02	4.192000e-01
3.573466e-02	4.194000e-01
3.611009e-02	4.196000e-01
3.648559e-02	4.198000e-01
3.686115e-02	4.200000e-01
3.723677e-02	4.202000e-01
3.761245e-02	4.204000e-01
3.798819e-02	4.206000e-01
3.836399e-02	4.208000e-01
3.873983e-02	4.210000e-01
3.911573e-02	4.212000e-01
3.949168e-02	4.214000e-01
3.986767e-02	4.216000e-01
4.024371e-02	4.218000e-01
4.061978e-02	4.220000e-01
4.099590e-02	4.222000e-01
4.137205e-02	4.224000e-01
4.174823e-02	4.226000e-01
4.212445e-02	4.228000e-01
4.250070e-02	4.230000e-01
4.287697e-02	4.232000e-01
4.325327e-02	4.234000e-01
4.362959e-02	4.236000e-01
4.400593e-02	4.238000e-01
4.438229e-02	4.240000e-01
4.475866e-02	4.242000e-01
4.513505e-02	4.244000e-01
4.551145e-02	4.246000e-01
4.588785e-02	4.248000e-01
4.626426e-02	4.250000e-01
4.664068e-02	4.252000e-01
4.701709e-02	4.254000e-01
4.739351e-02	4.256000e-01
4.776992e-02	4.258000e-01
4.814632e-02	4.260000e-01
4.852272e-02	4.262000e-01
4.889911e-02	4.264000e-01
4.927548e-02	4.266000e-01
4.965184e-02	4.268000e-01
5.002818e-02	4.270000e-01
5.040450e-02	4.272000e-01
5.078081e-02	4.274000e-01
5.115708e-02	4.276000e-01
5.153333e-02	4.278000e-01
5.190955e-02	4.280000e-01
5.228574e-02	4.282000e-01
5.266190e-02	4.284000e-01
5.303802e-02	4.286000e-01
5.341410e-02	4.288000e-01
5.379014e-02	4.290000e-01
5.416614e-02	4.292000e-01
5.454209e-02	4.294000e-01
5.491800e-02	4.296000e-01
5.529386e-02	4.298000e-01
5.566967e-02	4.300000e-01
5.604542e-02	4.302000e-01
5.642111e-02	4.304000e-01
5.679675e-02	4.306000e-01
5.717233e-02	4.308000e-01
5.754784e-02	4.310000e-01
5.792329e-02	4.312000e-01
5.829867e-02	4.314000e-01
5.867398e-02	4.316000e-01
5.904922e-02	4.318000e-01
